Gene	ORF 	Plate	Row	Column
TVP15	YDR100W	3	5	7
NOP6	YDL213C	3	5	8
BMH2	YDR099W	3	5	9
	YDL211C	3	5	10
GRX3	YDR098C	3	5	11
UGA4	YDL210W	3	5	12
MSH6	YDR097C	3	5	13
	YDL206W	3	5	14
GIS1	YDR096W	3	5	15
RTN2	YDL204W	3	5	16
	YDR095C	3	5	17
	YDL203C	3	5	18
	YDR094W	3	5	19
TRM8	YDL201W	3	5	20
DNF2	YDR093W	3	5	21
MGT1	YDL200C	3	5	22
UBC13	YDR092W	3	5	23
HIS3	YOR202W	3	5	24
HIS3	YOR202W	3	6	1
RTN1	YDR233C	3	6	2
TRP4	YDR354W	3	6	3
IVY1	YDR229W	3	6	4
	YDR352W	3	6	5
SIR4	YDR227W	3	6	6
SBE2	YDR351W	3	6	7
HTA1	YDR225W	3	6	8
YPS7	YDR349C	3	6	9
CRF1	YDR223W	3	6	10
	YDR348C	3	6	11
	YDR222W	3	6	12
SVF1	YDR346C	3	6	13
	YDR221W	3	6	14
HXT3	YDR345C	3	6	15
	YDR220C	3	6	16
	YDR344C	3	6	17
	YDR219C	3	6	18
	YDR340W	3	6	19
SPR28	YDR218C	3	6	20
	YDR338C	3	6	21
RAD9	YDR217C	3	6	22
	YDR336W	3	6	23
HIS3	YOR202W	3	6	24
HIS3	YOR202W	3	7	1
OST4	YDL232W	3	7	2
RBF64	YDR117C	3	7	3
BRE4	YDL231C	3	7	4
MRPL1	YDR116C	3	7	5
PTP1	YDL230W	3	7	6
	YDR112W	3	7	7
SSB1	YDL229W	3	7	8
ALT2	YDR111C	3	7	9
HO	YDL227C	3	7	10
FOB1	YDR110W	3	7	11
GCS1	YDL226C	3	7	12
STE5	YDR103W	3	7	13
WHI4	YDL224C	3	7	14
	YDR109C	3	7	15
HBT1	YDL223C	3	7	16
GSG1	YDR108W	3	7	17
FMP45	YDL222C	3	7	18
	YDR107C	3	7	19
DTD1	YDL219W	3	7	20
TMS1	YDR105C	3	7	21
	YDL218W	3	7	22
SPO71	YDR104C	3	7	23
HIS3	YOR202W	3	7	24
HIS3	YOR202W	3	8	1
BTT1	YDR252W	3	8	2
VPS74	YDR372C	3	8	3
PAM1	YDR251W	3	8	4
CTS2	YDR371W	3	8	5
	YDR250C	3	8	6
	YDR370C	3	8	7
	YDR249C	3	8	8
XRS2	YDR369C	3	8	9
	YDR248C	3	8	10
YPR1	YDR368W	3	8	11
VHS1	YDR247W	3	8	12
SEM1	YDR363W-A	3	8	13
MNN10	YDR245W	3	8	14
ESC2	YDR363W	3	8	15
PEX5	YDR244W	3	8	16
	YDR360W	3	8	17
BUD26	YDR241W	3	8	18
VID21	YDR359C	3	8	19
	YDR239C	3	8	20
GGA1	YDR358W	3	8	21
LYS4	YDR234W	3	8	22
	YDR357C	3	8	23
HIS3	YOR202W	3	8	24
HIS3	YOR202W	3	9	1
NTH1	YDR001C	3	9	2
FIN1	YDR130C	3	9	3
AAD4	YDL243C	3	9	4
	YDR128W	3	9	5
	YDL242W	3	9	6
ARO1	YDR127W	3	9	7
	YDL241W	3	9	8
SWF1	YDR126W	3	9	9
LRG1	YDL240W	3	9	10
ECM18	YDR125C	3	9	11
ADY3	YDL239C	3	9	12
	YDR124W	3	9	13
GUD1	YDL238C	3	9	14
INO2	YDR123C	3	9	15
	YDL237W	3	9	16
KIN1	YDR122W	3	9	17
PHO13	YDL236W	3	9	18
DPB4	YDR121W	3	9	19
GYP7	YDL234C	3	9	20
TRM1	YDR120C	3	9	21
	YDL233W	3	9	22
	YDR119W	3	9	23
HIS3	YOR202W	3	9	24
HIS3	YOR202W	3	10	1
DIN7	YDR263C	3	10	2
	YDR387C	3	10	3
	YDR262W	3	10	4
MUS81	YDR386W	3	10	5
EXG2	YDR261C	3	10	6
EFT2	YDR385W	3	10	7
SWM1	YDR260C	3	10	8
ATO3	YDR384C	3	10	9
YAP6	YDR259C	3	10	10
NKP1	YDR383C	3	10	11
HSP78	YDR258C	3	10	12
RPP2B	YDR382W	3	10	13
SET7	YDR257C	3	10	14
ARO10	YDR380W	3	10	15
CTA1	YDR256C	3	10	16
RGA2	YDR379W	3	10	17
RMD5	YDR255C	3	10	18
LSM6	YDR378C	3	10	19
CHL4	YDR254W	3	10	20
BCS1	YDR375C	3	10	21
MET32	YDR253C	3	10	22
	YDR374C	3	10	23
HIS3	YOR202W	3	10	24
HIS3	YOR202W	3	11	1
	YDR015C	3	11	2
EKI1	YDR147W	3	11	3
RAD61	YDR014W	3	11	4
SWI5	YDR146C	3	11	5
SNQ2	YDR011W	3	11	6
MKC7	YDR144C	3	11	7
	YDR010C	3	11	8
SAN1	YDR143C	3	11	9
GAL3	YDR009W	3	11	10
PEX7	YDR142C	3	11	11
	YDR008C	3	11	12
RUB1	YDR139C	3	11	13
TRP1	YDR007W	3	11	14
YCF1	YDR135C	3	11	15
SOK1	YDR006C	3	11	16
	YDR134C	3	11	17
MAF1	YDR005C	3	11	18
	YDR133C	3	11	19
RAD57	YDR004W	3	11	20
	YDR132C	3	11	21
RCR2	YDR003W	3	11	22
	YDR131C	3	11	23
HIS3	YOR202W	3	11	24
HIS3	YOR202W	3	12	1
RNH202	YDR279W	3	12	2
DIT1	YDR403W	3	12	3
	YDR278C	3	12	4
DIT2	YDR402C	3	12	5
MTH1	YDR277C	3	12	6
	YDR401W	3	12	7
PMP3	YDR276C	3	12	8
URH1	YDR400W	3	12	9
BSC2	YDR275W	3	12	10
HPT1	YDR399W	3	12	11
	YDR274C	3	12	12
SXM1	YDR395W	3	12	13
DON1	YDR273W	3	12	14
SHE9	YDR393W	3	12	15
GLO2	YDR272W	3	12	16
SPT3	YDR392W	3	12	17
CCC2	YDR270W	3	12	18
	YDR391C	3	12	19
	YDR266C	3	12	20
SAC7	YDR389W	3	12	21
PEX10	YDR265W	3	12	22
RVS167	YDR388W	3	12	23
HIS3	YOR202W	3	12	24
HIS3	YOR202W	3	13	1
	YDR056C	3	13	2
HOM2	YDR158W	3	13	3
PST1	YDR055W	3	13	4
	YDR157W	3	13	5
	YDR051C	3	13	6
RPA14	YDR156W	3	13	7
	YDR049W	3	13	8
CPR1	YDR155C	3	13	9
	YDR048C	3	13	10
	YDR154C	3	13	11
RPS11A	YDR025W	3	13	12
ENT5	YDR153C	3	13	13
FYV1	YDR024W	3	13	14
GIR2	YDR152W	3	13	15
CIS1	YDR022C	3	13	16
CTH1	YDR151C	3	13	17
	YDR020C	3	13	18
NUM1	YDR150W	3	13	19
GCV1	YDR019C	3	13	20
	YDR149C	3	13	21
	YDR018C	3	13	22
KGD2	YDR148C	3	13	23
HIS3	YOR202W	3	13	24
HIS3	YOR202W	3	14	1
SUR2	YDR297W	3	14	2
SIP1	YDR422C	3	14	3
DPL1	YDR294C	3	14	4
ARO80	YDR421W	3	14	5
SSD1	YDR293C	3	14	6
HKR1	YDR420W	3	14	7
	YDR291W	3	14	8
RAD30	YDR419W	3	14	9
RTT103	YDR289C	3	14	10
	YDR415C	3	14	11
	YDR287W	3	14	12
ERD1	YDR414C	3	14	13
	YDR286C	3	14	14
DFM1	YDR411C	3	14	15
ZIP1	YDR285W	3	14	16
STE14	YDR410C	3	14	17
DPP1	YDR284C	3	14	18
SIZ1	YDR409W	3	14	19
	YDR282C	3	14	20
ADE8	YDR408C	3	14	21
PHM6	YDR281C	3	14	22
PDR15	YDR406W	3	14	23
HIS3	YOR202W	3	14	24
HIS3	YOR202W	3	15	1
IPT1	YDR072C	3	15	2
CSN9	YDR179C	3	15	3
PAA1	YDR071C	3	15	4
SDH4	YDR178W	3	15	5
FMP16	YDR070C	3	15	6
HMO1	YDR174W	3	15	7
DOS2	YDR068W	3	15	8
ARG82	YDR173C	3	15	9
	YDR067C	3	15	10
HSP42	YDR171W	3	15	11
	YDR066C	3	15	12
STB3	YDR169C	3	15	13
	YDR063W	3	15	14
TRM82	YDR165W	3	15	15
	YDR061W	3	15	16
CWC15	YDR163W	3	15	17
UBC5	YDR059C	3	15	18
NBP2	YDR162C	3	15	19
TGL2	YDR058C	3	15	20
TCI1	YDR161W	3	15	21
YOS9	YDR057W	3	15	22
SAC3	YDR159W	3	15	23
HIS3	YOR202W	3	15	24
HIS3	YOR202W	3	16	1
HIS3	YOR202W	3	16	2
HIS3	YOR202W	3	16	3
HIS3	YOR202W	3	16	4
HIS3	YOR202W	3	16	5
HIS3	YOR202W	3	16	6
HIS3	YOR202W	3	16	7
HIS3	YOR202W	3	16	8
HIS3	YOR202W	3	16	9
HIS3	YOR202W	3	16	10
HIS3	YOR202W	3	16	11
HIS3	YOR202W	3	16	12
HIS3	YOR202W	3	16	13
HIS3	YOR202W	3	16	14
HIS3	YOR202W	3	16	15
HIS3	YOR202W	3	16	16
HIS3	YOR202W	3	16	17
HIS3	YOR202W	3	16	18
HIS3	YOR202W	3	16	19
HIS3	YOR202W	3	16	20
HIS3	YOR202W	3	16	21
HIS3	YOR202W	3	16	22
HIS3	YOR202W	3	16	23
HIS3	YOR202W	3	16	24
HIS3	YOR202W	4	1	1
HIS3	YOR202W	4	1	2
HIS3	YOR202W	4	1	3
HIS3	YOR202W	4	1	4
HIS3	YOR202W	4	1	5
HIS3	YOR202W	4	1	6
HIS3	YOR202W	4	1	7
HIS3	YOR202W	4	1	8
HIS3	YOR202W	4	1	9
HIS3	YOR202W	4	1	10
HIS3	YOR202W	4	1	11
HIS3	YOR202W	4	1	12
HIS3	YOR202W	4	1	13
HIS3	YOR202W	4	1	14
HIS3	YOR202W	4	1	15
HIS3	YOR202W	4	1	16
HIS3	YOR202W	4	1	17
HIS3	YOR202W	4	1	18
HIS3	YOR202W	4	1	19
HIS3	YOR202W	4	1	20
HIS3	YOR202W	4	1	21
HIS3	YOR202W	4	1	22
HIS3	YOR202W	4	1	23
HIS3	YOR202W	4	1	24
HIS3	YOR202W	4	2	1
RPL34A	YER056C-A	4	2	2
	YER158C	4	2	3
FCY2	YER056C	4	2	4
	YER156C	4	2	5
HIS1	YER055C	4	2	6
BEM2	YER155C	4	2	7
GIP2	YER054C	4	2	8
PET122	YER153C	4	2	9
PIC2	YER053C	4	2	10
	YER152C	4	2	11
HOM3	YER052C	4	2	12
UBP3	YER151C	4	2	13
	YER051W	4	2	14
SPI1	YER150W	4	2	15
	YER049W	4	2	16
PEA2	YER149C	4	2	17
CAJ1	YER048C	4	2	18
FTR1	YER145C	4	2	19
SAP1	YER047C	4	2	20
UBP5	YER144C	4	2	21
	YER046W-A	4	2	22
DDI1	YER143W	4	2	23
HIS3	YOR202W	4	2	24
HIS3	YOR202W	4	3	1
LRS4	YDR439W	4	3	2
VAC8	YEL013W	4	3	3
	YDR438W	4	3	4
UBC8	YEL012W	4	3	5
PPZ2	YDR436W	4	3	6
GLC3	YEL011W	4	3	7
PPM1	YDR435C	4	3	8
	YEL010W	4	3	9
	YDR431W	4	3	10
	YEL008W	4	3	11
CYM1	YDR430C	4	3	12
TOS9	YEL007W	4	3	13
	YDR428C	4	3	14
	YEL006W	4	3	15
	YDR426C	4	3	16
VAB2	YEL005C	4	3	17
SNX41	YDR425W	4	3	18
YEA4	YEL004W	4	3	19
DYN2	YDR424C	4	3	20
GIM4	YEL003W	4	3	21
CAD1	YDR423C	4	3	22
	YEL001C	4	3	23
HIS3	YOR202W	4	3	24
HIS3	YOR202W	4	4	1
	YER066W	4	4	2
ECM32	YER176W	4	4	3
	YER066C-A	4	4	4
TMT1	YER175C	4	4	5
ICL1	YER065C	4	4	6
GRX4	YER174C	4	4	7
	YER064C	4	4	8
RAD24	YER173W	4	4	9
THO1	YER063W	4	4	10
ADK2	YER170W	4	4	11
HOR2	YER062C	4	4	12
BCK2	YER167W	4	4	13
CEM1	YER061C	4	4	14
DNF1	YER166W	4	4	15
FCY22	YER060W-A	4	4	16
CHD1	YER164W	4	4	17
FCY21	YER060W	4	4	18
	YER163C	4	4	19
PCL6	YER059W	4	4	20
RAD4	YER162C	4	4	21
HMF1	YER057C	4	4	22
SPT2	YER161C	4	4	23
HIS3	YOR202W	4	4	24
HIS3	YOR202W	4	5	1
	YDR459C	4	5	2
SPF1	YEL031W	4	5	3
	YDR458C	4	5	4
ECM10	YEL030W	4	5	5
	YDR455C	4	5	6
	YEL028W	4	5	7
TSA2	YDR453C	4	5	8
SRI1	YEL025C	4	5	9
PPN1	YDR452W	4	5	10
	YEL023C	4	5	11
YHP1	YDR451C	4	5	12
	YEL020C	4	5	13
RPS17B	YDR447C	4	5	14
GTT3	YEL017W	4	5	15
ECM11	YDR446W	4	5	16
PMP2	YEL017C-A	4	5	17
	YDR445C	4	5	18
NPP2	YEL016C	4	5	19
APT2	YDR441C	4	5	20
EDC3	YEL015W	4	5	21
DOT1	YDR440W	4	5	22
	YEL014C	4	5	23
HIS3	YOR202W	4	5	24
HIS3	YOR202W	4	6	1
	YER079W	4	6	2
	YER187W	4	6	3
	YER078C	4	6	4
	YER186C	4	6	5
	YER077C	4	6	6
	YER185W	4	6	7
PTP3	YER075C	4	6	8
	YER184C	4	6	9
RPS24A	YER074W	4	6	10
FAU1	YER183C	4	6	11
ALD5	YER073W	4	6	12
FMP10	YER182W	4	6	13
VTC1	YER072W	4	6	14
	YER181C	4	6	15
	YER071C	4	6	16
ISC10	YER180C	4	6	17
ARG5,6	YER069W	4	6	18
DMC1	YER179W	4	6	19
	YER067W	4	6	20
PDA1	YER178W	4	6	21
	YER067C-A	4	6	22
BMH1	YER177W	4	6	23
HIS3	YOR202W	4	6	24
HIS3	YOR202W	4	7	1
DIG2	YDR480W	4	7	2
PAU2	YEL049W	4	7	3
PEX29	YDR479C	4	7	4
	YEL048C	4	7	5
	YDR476C	4	7	6
	YEL047C	4	7	7
JIP4	YDR475C	4	7	8
	YEL043W	4	7	9
	YDR474C	4	7	10
GDA1	YEL042W	4	7	11
RPL27B	YDR471W	4	7	12
	YEL041W	4	7	13
SDC1	YDR469W	4	7	14
UTR2	YEL040W	4	7	15
	YDR467C	4	7	16
CYC7	YEL039C	4	7	17
PKH3	YDR466W	4	7	18
UTR4	YEL038W	4	7	19
RMT2	YDR465C	4	7	20
RAD23	YEL037C	4	7	21
STP1	YDR463W	4	7	22
	YEL033W	4	7	23
HIS3	YOR202W	4	7	24
HIS3	YOR202W	4	8	1
IES5	YER092W	4	8	2
BUD27	YFL023W	4	8	3
	YER091C-A	4	8	4
GAT1	YFL021W	4	8	5
MET6	YER091C	4	8	6
PAU5	YFL020C	4	8	7
TRP2	YER090W	4	8	8
	YFL019C	4	8	9
DOT6	YER088C	4	8	10
LPD1	YFL018C	4	8	11
	YER087C-A	4	8	12
	YFL015C	4	8	13
	YER085C	4	8	14
HSP12	YFL014W	4	8	15
	YER084W	4	8	16
	YFL013W-A	4	8	17
RMD7	YER083C	4	8	18
HXT10	YFL011W	4	8	19
SER3	YER081W	4	8	20
	YFL006W	4	8	21
FMP29	YER080W	4	8	22
	YER188W	4	8	23
HIS3	YOR202W	4	8	24
HIS3	YOR202W	4	9	1
PUF6	YDR496C	4	9	2
SIT1	YEL065W	4	9	3
RSM28	YDR494W	4	9	4
AVT2	YEL064C	4	9	5
IZH1	YDR492W	4	9	6
CAN1	YEL063C	4	9	7
	YDR491C	4	9	8
NPR2	YEL062W	4	9	9
PKH1	YDR490C	4	9	10
CIN8	YEL061C	4	9	11
PAC11	YDR488C	4	9	12
PRB1	YEL060C	4	9	13
VPS60	YDR486C	4	9	14
	YEL059W	4	9	15
VPS72	YDR485C	4	9	16
	YEL057C	4	9	17
KRE2	YDR483W	4	9	18
HAT2	YEL056W	4	9	19
CWC21	YDR482C	4	9	20
MAK10	YEL053C	4	9	21
PHO8	YDR481C	4	9	22
AFG1	YEL052W	4	9	23
HIS3	YOR202W	4	9	24
HIS3	YOR202W	4	10	1
	YER113C	4	10	2
RPO41	YFL036W	4	10	3
SWI4	YER111C	4	10	4
	YFL035C-B	4	10	5
FLO8	YER109C	4	10	6
	YFL034W	4	10	7
	YER108C	4	10	8
RPL22B	YFL034C-A	4	10	9
MAM1	YER106W	4	10	10
	YFL032W	4	10	11
AST2	YER101C	4	10	12
HAC1	YFL031W	4	10	13
UBP9	YER098W	4	10	14
AGX1	YFL030W	4	10	15
	YER097W	4	10	16
CAF16	YFL028C	4	10	17
SHC1	YER096W	4	10	18
GYP8	YFL027C	4	10	19
RAD51	YER095W	4	10	20
STE2	YFL026W	4	10	21
	YER093C-A	4	10	22
BST1	YFL025C	4	10	23
HIS3	YOR202W	4	10	24
HIS3	YOR202W	4	11	1
EMI1	YDR512C	4	11	2
	YER010C	4	11	3
ACN9	YDR511W	4	11	4
PAC2	YER007W	4	11	5
	YDR509W	4	11	6
RBF20	YER007C-A	4	11	7
GNP1	YDR508C	4	11	8
YND1	YER005W	4	11	9
	YDR506C	4	11	10
FMP52	YER004W	4	11	11
PSP1	YDR505C	4	11	12
NOP16	YER002W	4	11	13
SPG3	YDR504C	4	11	14
MNN1	YER001W	4	11	15
LPP1	YDR503C	4	11	16
DLD3	YEL071W	4	11	17
PLM2	YDR501W	4	11	18
	YEL068C	4	11	19
RPL37B	YDR500C	4	11	20
	YEL067C	4	11	21
ITR1	YDR497C	4	11	22
HPA3	YEL066W	4	11	23
HIS3	YOR202W	4	11	24
HIS3	YOR202W	4	12	1
DSE1	YER124C	4	12	2
	YFL051C	4	12	3
YCK3	YER123W	4	12	4
ALR2	YFL050C	4	12	5
	YER121W	4	12	6
	YFL049W	4	12	7
SCS2	YER120W	4	12	8
EMP47	YFL048C	4	12	9
	YER119C-A	4	12	10
RGD2	YFL047W	4	12	11
AVT6	YER119C	4	12	12
FMP32	YFL046W	4	12	13
SHO1	YER118C	4	12	14
YOD1	YFL044C	4	12	15
RPL23B	YER117W	4	12	16
	YFL043C	4	12	17
SLX8	YER116C	4	12	18
	YFL042C	4	12	19
SPR6	YER115C	4	12	20
FET5	YFL041W	4	12	21
BOI2	YER114C	4	12	22
	YFL040W	4	12	23
HIS3	YOR202W	4	12	24
HIS3	YOR202W	4	13	1
HLR1	YDR528W	4	13	2
FIR1	YER032W	4	13	3
SNA2	YDR525W-A	4	13	4
YPT31	YER031C	4	13	5
API2	YDR525W	4	13	6
	YER030W	4	13	7
AGE1	YDR524C	4	13	8
MIG3	YER028C	4	13	9
SPS2	YDR522C	4	13	10
GAL83	YER027C	4	13	11
	YDR520C	4	13	12
YAT2	YER024W	4	13	13
FPR2	YDR519W	4	13	14
GPA2	YER020W	4	13	15
GRH1	YDR517W	4	13	16
ISC1	YER019W	4	13	17
EMI2	YDR516C	4	13	18
SBH2	YER019C-A	4	13	19
	YDR514C	4	13	20
BIM1	YER016W	4	13	21
TTR1	YDR513W	4	13	22
TIR1	YER011W	4	13	23
HIS3	YOR202W	4	13	24
HIS3	YOR202W	4	14	1
MAG1	YER142C	4	14	2
	YFR011C	4	14	3
	YER140W	4	14	4
UBP6	YFR010W	4	14	5
	YER139C	4	14	6
GCN20	YFR009W	4	14	7
	YER137C	4	14	8
FAR7	YFR008W	4	14	9
	YER135C	4	14	10
	YFR007W	4	14	11
	YER134C	4	14	12
	YFR006W	4	14	13
PMD1	YER132C	4	14	14
AAD6	YFL056C	4	14	15
RPS26B	YER131W	4	14	16
AGP3	YFL055W	4	14	17
	YER130C	4	14	18
	YFL054C	4	14	19
PAK1	YER129W	4	14	20
DAK2	YFL053W	4	14	21
	YER128W	4	14	22
	YFL052W	4	14	23
HIS3	YOR202W	4	14	24
HIS3	YOR202W	4	15	1
	YDR541C	4	15	2
SPO73	YER046W	4	15	3
	YDR540C	4	15	4
ACA1	YER045C	4	15	5
	YDR539W	4	15	6
MEI4	YER044C-A	4	15	7
PAD1	YDR538W	4	15	8
MXR1	YER042W	4	15	9
	YDR537C	4	15	10
	YER039C-A	4	15	11
STL1	YDR536W	4	15	12
YEN1	YER041W	4	15	13
	YDR535C	4	15	14
HVG1	YER039C	4	15	15
FIT1	YDR534C	4	15	16
FMP49	YER038W-A	4	15	17
HSP31	YDR533C	4	15	18
EDC2	YER035W	4	15	19
	YDR532C	4	15	20
	YER034W	4	15	21
APA2	YDR530C	4	15	22
ZRG8	YER033C	4	15	23
HIS3	YOR202W	4	15	24
HIS3	YOR202W	4	16	1
HIS3	YOR202W	4	16	2
HIS3	YOR202W	4	16	3
HIS3	YOR202W	4	16	4
HIS3	YOR202W	4	16	5
HIS3	YOR202W	4	16	6
HIS3	YOR202W	4	16	7
HIS3	YOR202W	4	16	8
HIS3	YOR202W	4	16	9
HIS3	YOR202W	4	16	10
HIS3	YOR202W	4	16	11
HIS3	YOR202W	4	16	12
HIS3	YOR202W	4	16	13
HIS3	YOR202W	4	16	14
HIS3	YOR202W	4	16	15
HIS3	YOR202W	4	16	16
HIS3	YOR202W	4	16	17
HIS3	YOR202W	4	16	18
HIS3	YOR202W	4	16	19
HIS3	YOR202W	4	16	20
HIS3	YOR202W	4	16	21
HIS3	YOR202W	4	16	22
HIS3	YOR202W	4	16	23
HIS3	YOR202W	4	16	24
HIS3	YOR202W	5	1	1
HIS3	YOR202W	5	1	2
HIS3	YOR202W	5	1	3
HIS3	YOR202W	5	1	4
HIS3	YOR202W	5	1	5
HIS3	YOR202W	5	1	6
HIS3	YOR202W	5	1	7
HIS3	YOR202W	5	1	8
HIS3	YOR202W	5	1	9
HIS3	YOR202W	5	1	10
HIS3	YOR202W	5	1	11
HIS3	YOR202W	5	1	12
HIS3	YOR202W	5	1	13
HIS3	YOR202W	5	1	14
HIS3	YOR202W	5	1	15
HIS3	YOR202W	5	1	16
HIS3	YOR202W	5	1	17
HIS3	YOR202W	5	1	18
HIS3	YOR202W	5	1	19
HIS3	YOR202W	5	1	20
HIS3	YOR202W	5	1	21
HIS3	YOR202W	5	1	22
HIS3	YOR202W	5	1	23
HIS3	YOR202W	5	1	24
HIS3	YOR202W	5	2	1
CLG1	YGL215W	5	2	2
	YGR051C	5	2	3
	YGL214W	5	2	4
	YGR050C	5	2	5
SKI8	YGL213C	5	2	6
SCM4	YGR049W	5	2	7
VAM7	YGL212W	5	2	8
	YGR045C	5	2	9
NCS6	YGL211W	5	2	10
RME1	YGR044C	5	2	11
YPT32	YGL210W	5	2	12
	YGR043C	5	2	13
MIG2	YGL209W	5	2	14
	YGR042W	5	2	15
SIP2	YGL208W	5	2	16
BUD9	YGR041W	5	2	17
POX1	YGL205W	5	2	18
KSS1	YGR040W	5	2	19
KEX1	YGL203C	5	2	20
	YGR039W	5	2	21
ARO8	YGL202W	5	2	22
ORM1	YGR038W	5	2	23
HIS3	YOR202W	5	2	24
HIS3	YOR202W	5	3	1
	YFR022W	5	3	2
SCY1	YGL083W	5	3	3
ATG18	YFR021W	5	3	4
	YGL082W	5	3	5
	YFR020W	5	3	6
	YGL081W	5	3	7
FAB1	YFR019W	5	3	8
FMP37	YGL080W	5	3	9
	YFR018C	5	3	10
	YGL079W	5	3	11
	YFR017C	5	3	12
DBP3	YGL078C	5	3	13
	YFR016C	5	3	14
HNM1	YGL077C	5	3	15
GSY1	YFR015C	5	3	16
NPY1	YGL067W	5	3	17
CMK1	YFR014C	5	3	18
SGF73	YGL066W	5	3	19
IOC3	YFR013W	5	3	20
PYC1	YGL062W	5	3	21
	YFR012W	5	3	22
YBP2	YGL060W	5	3	23
HIS3	YOR202W	5	3	24
HIS3	YOR202W	5	4	1
SHE10	YGL228W	5	4	2
PEX8	YGR077C	5	4	3
VID30	YGL227W	5	4	4
UPF3	YGR072W	5	4	5
	YGL226W	5	4	6
	YGR071C	5	4	7
OST5	YGL226C-A	5	4	8
ROM1	YGR070W	5	4	9
SDT1	YGL224C	5	4	10
	YGR069W	5	4	11
EDC1	YGL222C	5	4	12
	YGR066C	5	4	13
NIF3	YGL221C	5	4	14
SPR3	YGR059W	5	4	15
MDM34	YGL219C	5	4	16
	YGR058W	5	4	17
	YGL218W	5	4	18
	YGR054W	5	4	19
	YGL217C	5	4	20
	YGR053C	5	4	21
KIP3	YGL216W	5	4	22
FMP48	YGR052W	5	4	23
HIS3	YOR202W	5	4	24
HIS3	YOR202W	5	5	1
PHO4	YFR034C	5	5	2
	YGL109W	5	5	3
QCR6	YFR033C	5	5	4
	YGL108C	5	5	5
RPL29	YFR032C-A	5	5	6
ARC1	YGL105W	5	5	7
	YFR032C	5	5	8
VPS73	YGL104C	5	5	9
RPL2A	YFR031C-A	5	5	10
	YGL101W	5	5	11
MET10	YFR030W	5	5	12
LIF1	YGL090W	5	5	13
	YFR026C	5	5	14
MF(ALPHA)2	YGL089C	5	5	15
HIS2	YFR025C	5	5	16
MMS2	YGL087C	5	5	17
LSB3	YFR024C-A	5	5	18
MAD1	YGL086W	5	5	19
	YFR024C	5	5	20
	YGL085W	5	5	21
PES4	YFR023W	5	5	22
GUP1	YGL084C	5	5	23
HIS3	YOR202W	5	5	24
HIS3	YOR202W	5	6	1
TAD1	YGL243W	5	6	2
DBF2	YGR092W	5	6	3
	YGL242C	5	6	4
NNF2	YGR089W	5	6	5
KAP114	YGL241W	5	6	6
CTT1	YGR088W	5	6	7
HAP2	YGL237C	5	6	8
PDC6	YGR087C	5	6	9
MTO1	YGL236C	5	6	10
PIL1	YGR086C	5	6	11
	YGL235W	5	6	12
RPL11B	YGR085C	5	6	13
ADE5,7	YGL234W	5	6	14
MRP13	YGR084C	5	6	15
TAN1	YGL232W	5	6	16
SLX9	YGR081C	5	6	17
	YGL231C	5	6	18
TWF1	YGR080W	5	6	19
	YGL230C	5	6	20
	YGR079W	5	6	21
SAP4	YGL229C	5	6	22
PAC10	YGR078C	5	6	23
HIS3	YOR202W	5	6	24
HIS3	YOR202W	5	7	1
RMD8	YFR048W	5	7	2
SNT2	YGL131C	5	7	3
BNA6	YFR047C	5	7	4
SOH1	YGL127C	5	7	5
CNN1	YFR046C	5	7	6
SCS3	YGL126W	5	7	7
	YFR045W	5	7	8
MET13	YGL125W	5	7	9
	YFR044C	5	7	10
MON1	YGL124C	5	7	11
	YFR043C	5	7	12
GPG1	YGL121C	5	7	13
ERJ5	YFR041C	5	7	14
	YGL118C	5	7	15
SAP155	YFR040W	5	7	16
	YGL117W	5	7	17
	YFR039C	5	7	18
SNF4	YGL115W	5	7	19
	YFR038W	5	7	20
	YGL114W	5	7	21
	YFR035C	5	7	22
CUE3	YGL110C	5	7	23
HIS3	YOR202W	5	7	24
HIS3	YOR202W	5	8	1
MNT2	YGL257C	5	8	2
	YGR110W	5	8	3
ADH4	YGL256W	5	8	4
CLB6	YGR109C	5	8	5
ZRT1	YGL255W	5	8	6
CLB1	YGR108W	5	8	7
FZF1	YGL254W	5	8	8
	YGR107W	5	8	9
HXK2	YGL253W	5	8	10
	YGR106C	5	8	11
RTG2	YGL252C	5	8	12
VMA21	YGR105W	5	8	13
HFM1	YGL251C	5	8	14
PCP1	YGR101W	5	8	15
	YGL250W	5	8	16
MDR1	YGR100W	5	8	17
ZIP2	YGL249W	5	8	18
ASK10	YGR097W	5	8	19
PDE1	YGL248W	5	8	20
TPC1	YGR096W	5	8	21
RTF1	YGL244W	5	8	22
	YGR093W	5	8	23
HIS3	YOR202W	5	8	24
HIS3	YOR202W	5	9	1
	YGL007W	5	9	2
ARO2	YGL148W	5	9	3
PMC1	YGL006W	5	9	4
RPL9A	YGL147C	5	9	5
COG7	YGL005C	5	9	6
	YGL146C	5	9	7
RPN14	YGL004C	5	9	8
ROG1	YGL144C	5	9	9
ERP6	YGL002W	5	9	10
HUL5	YGL141W	5	9	11
	YFR057W	5	9	12
	YGL140C	5	9	13
	YFR056C	5	9	14
	YGL139W	5	9	15
	YFR055W	5	9	16
	YGL138C	5	9	17
	YFR054C	5	9	18
MRM2	YGL136C	5	9	19
HXK1	YFR053C	5	9	20
ITC1	YGL133W	5	9	21
YMR31	YFR049W	5	9	22
	YGL132W	5	9	23
