Gene	ORF 	Plate	Row	Column
HIS3	YOR202W	5	9	24
HIS3	YOR202W	5	10	1
STF2	YGR008C	5	10	2
	YGR130C	5	10	3
MUQ1	YGR007W	5	10	4
SYF2	YGR129W	5	10	5
PEX31	YGR004W	5	10	6
	YGR127W	5	10	7
CUL3	YGR003W	5	10	8
	YGR126W	5	10	9
	YGR001C	5	10	10
	YGR125W	5	10	11
COS12	YGL263W	5	10	12
ASN2	YGR124W	5	10	13
	YGL262W	5	10	14
PPT1	YGR123C	5	10	15
	YGL261C	5	10	16
MEP1	YGR121C	5	10	17
	YGL260W	5	10	18
RPS23A	YGR118W	5	10	19
YPS5	YGL259W	5	10	20
	YGR117C	5	10	21
VEL1	YGL258W	5	10	22
	YGR111W	5	10	23
HIS3	YOR202W	5	10	24
HIS3	YOR202W	5	11	1
PIB2	YGL023C	5	11	2
YIP5	YGL161C	5	11	3
ALK1	YGL021W	5	11	4
	YGL160W	5	11	5
MDM39	YGL020C	5	11	6
	YGL159W	5	11	7
CKB1	YGL019W	5	11	8
RCK1	YGL158W	5	11	9
ATE1	YGL017W	5	11	10
	YGL157W	5	11	11
KAP122	YGL016W	5	11	12
AMS1	YGL156W	5	11	13
	YGL015C	5	11	14
LYS5	YGL154C	5	11	15
PUF4	YGL014W	5	11	16
PEX14	YGL153W	5	11	17
PDR1	YGL013C	5	11	18
	YGL152C	5	11	19
	YGL010W	5	11	20
NUT1	YGL151W	5	11	21
LEU1	YGL009C	5	11	22
	YGL149W	5	11	23
HIS3	YOR202W	5	11	24
HIS3	YOR202W	5	12	1
	YGR022C	5	12	2
BTN2	YGR142W	5	12	3
	YGR021W	5	12	4
VPS62	YGR141W	5	12	5
UGA1	YGR019W	5	12	6
	YGR139W	5	12	7
	YGR018C	5	12	8
TPO2	YGR138C	5	12	9
	YGR017W	5	12	10
	YGR137W	5	12	11
	YGR016W	5	12	12
LSB1	YGR136W	5	12	13
	YGR015C	5	12	14
PRE9	YGR135W	5	12	15
MSB2	YGR014W	5	12	16
CAF130	YGR134W	5	12	17
	YGR012W	5	12	18
PEX4	YGR133W	5	12	19
	YGR011W	5	12	20
PHB1	YGR132C	5	12	21
NMA2	YGR010W	5	12	22
	YGR131W	5	12	23
HIS3	YOR202W	5	12	24
HIS3	YOR202W	5	13	1
	YGL041C	5	13	2
SAE2	YGL175C	5	13	3
	YGL039W	5	13	4
BUD13	YGL174W	5	13	5
	YGL036W	5	13	6
KEM1	YGL173C	5	13	7
MIG1	YGL035C	5	13	8
SPO74	YGL170C	5	13	9
	YGL034C	5	13	10
HUR1	YGL168W	5	13	11
AGA2	YGL032C	5	13	12
PMR1	YGL167C	5	13	13
RPL24A	YGL031C	5	13	14
CUP2	YGL166W	5	13	15
SCW11	YGL028C	5	13	16
	YGL165C	5	13	17
CWH41	YGL027C	5	13	18
YRB30	YGL164C	5	13	19
TRP5	YGL026C	5	13	20
RAD54	YGL163C	5	13	21
	YGL024W	5	13	22
SUT1	YGL162W	5	13	23
HIS3	YOR202W	5	13	24
HIS3	YOR202W	5	14	1
ACB1	YGR037C	5	14	2
RTS3	YGR161C	5	14	3
	YGR035C	5	14	4
CHO2	YGR157W	5	14	5
RPL26B	YGR034W	5	14	6
	YGR154C	5	14	7
FMP17	YGR033C	5	14	8
TOS10	YGR153W	5	14	9
GSC2	YGR032W	5	14	10
RSR1	YGR152C	5	14	11
	YGR031W	5	14	12
	YGR151C	5	14	13
MSP1	YGR028W	5	14	14
	YGR149W	5	14	15
RPS25A	YGR027C	5	14	16
RPL24B	YGR148C	5	14	17
	YGR026W	5	14	18
	YGR146C	5	14	19
	YGR025W	5	14	20
THI4	YGR144W	5	14	21
MTL1	YGR023W	5	14	22
SKN1	YGR143W	5	14	23
HIS3	YOR202W	5	14	24
HIS3	YOR202W	5	15	1
	YGL059W	5	15	2
	YGL199C	5	15	3
RAD6	YGL058W	5	15	4
YIP4	YGL198W	5	15	5
	YGL057C	5	15	6
MDS3	YGL197W	5	15	7
SDS23	YGL056C	5	15	8
	YGL196W	5	15	9
ERV14	YGL054C	5	15	10
GCN1	YGL195W	5	15	11
PRM8	YGL053W	5	15	12
HOS2	YGL194C	5	15	13
MST27	YGL051W	5	15	14
GTS1	YGL181W	5	15	15
	YGL050W	5	15	16
ATG1	YGL180W	5	15	17
	YGL046W	5	15	18
TOS3	YGL179C	5	15	19
RIM8	YGL045W	5	15	20
	YGL177W	5	15	21
DST1	YGL043W	5	15	22
	YGL176C	5	15	23
HIS3	YOR202W	5	15	24
HIS3	YOR202W	5	16	1
HIS3	YOR202W	5	16	2
HIS3	YOR202W	5	16	3
HIS3	YOR202W	5	16	4
HIS3	YOR202W	5	16	5
HIS3	YOR202W	5	16	6
HIS3	YOR202W	5	16	7
HIS3	YOR202W	5	16	8
HIS3	YOR202W	5	16	9
HIS3	YOR202W	5	16	10
HIS3	YOR202W	5	16	11
HIS3	YOR202W	5	16	12
HIS3	YOR202W	5	16	13
HIS3	YOR202W	5	16	14
HIS3	YOR202W	5	16	15
HIS3	YOR202W	5	16	16
HIS3	YOR202W	5	16	17
HIS3	YOR202W	5	16	18
HIS3	YOR202W	5	16	19
HIS3	YOR202W	5	16	20
HIS3	YOR202W	5	16	21
HIS3	YOR202W	5	16	22
HIS3	YOR202W	5	16	23
HIS3	YOR202W	5	16	24
HIS3	YOR202W	6	1	1
HIS3	YOR202W	6	1	2
HIS3	YOR202W	6	1	3
HIS3	YOR202W	6	1	4
HIS3	YOR202W	6	1	5
HIS3	YOR202W	6	1	6
HIS3	YOR202W	6	1	7
HIS3	YOR202W	6	1	8
HIS3	YOR202W	6	1	9
HIS3	YOR202W	6	1	10
HIS3	YOR202W	6	1	11
HIS3	YOR202W	6	1	12
HIS3	YOR202W	6	1	13
HIS3	YOR202W	6	1	14
HIS3	YOR202W	6	1	15
HIS3	YOR202W	6	1	16
HIS3	YOR202W	6	1	17
HIS3	YOR202W	6	1	18
HIS3	YOR202W	6	1	19
HIS3	YOR202W	6	1	20
HIS3	YOR202W	6	1	21
HIS3	YOR202W	6	1	22
HIS3	YOR202W	6	1	23
HIS3	YOR202W	6	1	24
HIS3	YOR202W	6	2	1
SSF1	YHR066W	6	2	2
SVP26	YHR181W	6	2	3
GIC1	YHR061C	6	2	4
	YHR180W	6	2	5
FYV4	YHR059W	6	2	6
OYE2	YHR179W	6	2	7
CPR2	YHR057C	6	2	8
STB5	YHR178W	6	2	9
SMF2	YHR050W	6	2	10
FMO1	YHR176W	6	2	11
FSH1	YHR049W	6	2	12
ATG7	YHR171W	6	2	13
	YHR049C-A	6	2	14
THP2	YHR167W	6	2	15
	YHR048W	6	2	16
SOL3	YHR163W	6	2	17
AAP1'	YHR047C	6	2	18
	YHR162W	6	2	19
INM1	YHR046C	6	2	20
YAP1801	YHR161C	6	2	21
	YHR045W	6	2	22
PEX18	YHR160C	6	2	23
HIS3	YOR202W	6	2	24
HIS3	YOR202W	6	3	1
PBP1	YGR178C	6	3	2
SHU1	YHL006C	6	3	3
ATF2	YGR177C	6	3	4
	YHL005C	6	3	5
	YGR176W	6	3	6
LAG1	YHL003C	6	3	7
CBP4	YGR174C	6	3	8
HSE1	YHL002W	6	3	9
RBG2	YGR173W	6	3	10
COS6	YGR295C	6	3	11
PSD2	YGR170W	6	3	12
	YGR290W	6	3	13
PUS6	YGR169C	6	3	14
MAL13	YGR288W	6	3	15
	YGR168C	6	3	16
	YGR287C	6	3	17
KRE11	YGR166W	6	3	18
BIO2	YGR286C	6	3	19
	YGR164W	6	3	20
ERV29	YGR284C	6	3	21
GTR2	YGR163W	6	3	22
	YGR283C	6	3	23
HIS3	YOR202W	6	3	24
HIS3	YOR202W	6	4	1
KSP1	YHR082C	6	4	2
RPN10	YHR200W	6	4	3
LRP1	YHR081W	6	4	4
FMP34	YHR199C	6	4	5
	YHR080C	6	4	6
FMP22	YHR198C	6	4	7
	YHR079C-B	6	4	8
NVJ1	YHR195W	6	4	9
IRE1	YHR079C	6	4	10
MDM31	YHR194W	6	4	11
	YHR078W	6	4	12
EGD2	YHR193C	6	4	13
NMD2	YHR077C	6	4	14
CTF8	YHR191C	6	4	15
PTC7	YHR076W	6	4	16
PTH1	YHR189W	6	4	17
PPE1	YHR075C	6	4	18
PFS1	YHR185C	6	4	19
OSH3	YHR073W	6	4	20
SSP1	YHR184W	6	4	21
HTD2	YHR067W	6	4	22
	YHR182W	6	4	23
HIS3	YOR202W	6	4	24
HIS3	YOR202W	6	5	1
FYV8	YGR196C	6	5	2
OPI1	YHL020C	6	5	3
XKS1	YGR194C	6	5	4
APM2	YHL019C	6	5	5
PDX1	YGR193C	6	5	6
	YHL017W	6	5	7
TDH3	YGR192C	6	5	8
DUR3	YHL016C	6	5	9
CRH1	YGR189C	6	5	10
YLF2	YHL014C	6	5	11
BUB1	YGR188C	6	5	12
	YHL013C	6	5	13
HGH1	YGR187C	6	5	14
	YHL012W	6	5	15
UBR1	YGR184C	6	5	16
	YHL010C	6	5	17
QCR9	YGR183C	6	5	18
YAP3	YHL009C	6	5	19
	YGR182C	6	5	20
	YHL008C	6	5	21
TIM13	YGR181W	6	5	22
STE20	YHL007C	6	5	23
HIS3	YOR202W	6	5	24
HIS3	YOR202W	6	6	1
YPT35	YHR105W	6	6	2
	YIL006W	6	6	3
GRE3	YHR104W	6	6	4
EPS1	YIL005W	6	6	5
SBE22	YHR103W	6	6	6
INP51	YIL002C	6	6	7
	YHR097C	6	6	8
	YIL001W	6	6	9
HXT5	YHR096C	6	6	10
	YHR210C	6	6	11
	YHR095W	6	6	12
	YHR209W	6	6	13
HXT1	YHR094C	6	6	14
SET5	YHR207C	6	6	15
AHT1	YHR093W	6	6	16
SKN7	YHR206W	6	6	17
HXT4	YHR092C	6	6	18
MNL1	YHR204W	6	6	19
	YHR087W	6	6	20
RPS4B	YHR203C	6	6	21
NAM8	YHR086W	6	6	22
	YHR202W	6	6	23
HIS3	YOR202W	6	6	24
HIS3	YOR202W	6	7	1
TRX2	YGR209C	6	7	2
GOS1	YHL031C	6	7	3
SER2	YGR208W	6	7	4
ECM29	YHL030W	6	7	5
	YGR207C	6	7	6
	YHL029C	6	7	7
	YGR206W	6	7	8
WSC4	YHL028W	6	7	9
	YGR205W	6	7	10
RIM101	YHL027W	6	7	11
	YGR203W	6	7	12
	YHL026C	6	7	13
PCT1	YGR202C	6	7	14
SNF6	YHL025W	6	7	15
	YGR201C	6	7	16
RIM4	YHL024W	6	7	17
ELP2	YGR200C	6	7	18
RMD11	YHL023C	6	7	19
PMT6	YGR199W	6	7	20
SPO11	YHL022C	6	7	21
SNG1	YGR197C	6	7	22
FMP12	YHL021C	6	7	23
HIS3	YOR202W	6	7	24
HIS3	YOR202W	6	8	1
TOM71	YHR117W	6	8	2
SNL1	YIL016W	6	8	3
COX23	YHR116W	6	8	4
BAR1	YIL015W	6	8	5
DMA1	YHR115C	6	8	6
	YIL015C-A	6	8	7
BZZ1	YHR114W	6	8	8
MNT3	YIL014W	6	8	9
	YHR113W	6	8	10
PDR11	YIL013C	6	8	11
	YHR112C	6	8	12
	YIL012W	6	8	13
UBA4	YHR111W	6	8	14
TIR3	YIL011W	6	8	15
ERP5	YHR110W	6	8	16
DOT5	YIL010W	6	8	17
CTM1	YHR109W	6	8	18
EST3	YIL009C-A	6	8	19
GGA2	YHR108W	6	8	20
URM1	YIL008W	6	8	21
TRR2	YHR106W	6	8	22
NAS2	YIL007C	6	8	23
HIS3	YOR202W	6	8	24
HIS3	YOR202W	6	9	1
DIE2	YGR227W	6	9	2
ECM34	YHL043W	6	9	3
	YGR226C	6	9	4
	YHL042W	6	9	5
AMA1	YGR225W	6	9	6
	YHL041W	6	9	7
AZR1	YGR224W	6	9	8
ARN1	YHL040C	6	9	9
HSV2	YGR223C	6	9	10
	YHL039W	6	9	11
TOS2	YGR221C	6	9	12
	YHL037C	6	9	13
CCH1	YGR217W	6	9	14
MUP3	YHL036W	6	9	15
RPS0A	YGR214W	6	9	16
VMR1	YHL035C	6	9	17
RTA1	YGR213C	6	9	18
SBP1	YHL034C	6	9	19
SLI1	YGR212W	6	9	20
RPL8A	YHL033C	6	9	21
	YGR210C	6	9	22
GUT1	YHL032C	6	9	23
HIS3	YOR202W	6	9	24
HIS3	YOR202W	6	10	1
	YHR132W-A	6	10	2
CAP2	YIL034C	6	10	3
ECM14	YHR132C	6	10	4
	YIL032C	6	10	5
	YHR131C	6	10	6
SSM4	YIL030C	6	10	7
	YHR130C	6	10	8
	YIL029C	6	10	9
ARP1	YHR129C	6	10	10
	YIL028W	6	10	11
	YHR127W	6	10	12
KRE27	YIL027C	6	10	13
	YHR126C	6	10	14
	YIL025C	6	10	15
	YHR125W	6	10	16
	YIL024C	6	10	17
NDT80	YHR124W	6	10	18
	YIL023C	6	10	19
EPT1	YHR123W	6	10	20
HIS6	YIL020C	6	10	21
LSM12	YHR121W	6	10	22
VID28	YIL017C	6	10	23
HIS3	YOR202W	6	10	24
HIS3	YOR202W	6	11	1
KEL2	YGR238C	6	11	2
VPS29	YHR012W	6	11	3
	YGR237C	6	11	4
	YHR009C	6	11	5
SPG1	YGR236C	6	11	6
STP2	YHR006W	6	11	7
	YGR235C	6	11	8
GPA1	YHR005C	6	11	9
YHB1	YGR234W	6	11	10
NEM1	YHR004C	6	11	11
PHO81	YGR233C	6	11	12
	YHR003C	6	11	13
PHB2	YGR231C	6	11	14
QCR10	YHR001W-A	6	11	15
NAS6	YGR232W	6	11	16
ARN2	YHL047C	6	11	17
BNS1	YGR230W	6	11	18
	YHL046C	6	11	19
SMI1	YGR229C	6	11	20
	YHL045W	6	11	21
	YGR228W	6	11	22
	YHL044W	6	11	23
HIS3	YOR202W	6	11	24
HIS3	YOR202W	6	12	1
DSE2	YHR143W	6	12	2
PIG2	YIL045W	6	12	3
CHS7	YHR142W	6	12	4
AGE2	YIL044C	6	12	5
	YHR140W	6	12	6
CBR1	YIL043C	6	12	7
	YHR139C-A	6	12	8
	YIL042C	6	12	9
SPS100	YHR139C	6	12	10
GVP36	YIL041W	6	12	11
	YHR138C	6	12	12
APQ12	YIL040W	6	12	13
ARO9	YHR137W	6	12	14
	YIL039W	6	12	15
SPL2	YHR136C	6	12	16
NOT3	YIL038C	6	12	17
YCK1	YHR135C	6	12	18
PRM2	YIL037C	6	12	19
WSS1	YHR134W	6	12	20
CST6	YIL036W	6	12	21
NSG1	YHR133C	6	12	22
CKA1	YIL035C	6	12	23
HIS3	YOR202W	6	12	24
HIS3	YOR202W	6	13	1
	YGR259C	6	13	2
	YHR029C	6	13	3
GND2	YGR256W	6	13	4
DAP2	YHR028C	6	13	5
	YGR250C	6	13	6
THR1	YHR025W	6	13	7
MGA1	YGR249W	6	13	8
	YHR022C	6	13	9
SOL4	YGR248W	6	13	10
ECM12	YHR021W-A	6	13	11
CPD1	YGR247W	6	13	12
RPS27B	YHR021C	6	13	13
LSC2	YGR244C	6	13	14
ARG4	YHR018C	6	13	15
FMP43	YGR243W	6	13	16
YSC83	YHR017W	6	13	17
	YGR242W	6	13	18
YSC84	YHR016C	6	13	19
YAP1802	YGR241C	6	13	20
MIP6	YHR015W	6	13	21
PEX21	YGR239C	6	13	22
SPO13	YHR014W	6	13	23
HIS3	YOR202W	6	13	24
HIS3	YOR202W	6	14	1
	YHR159W	6	14	2
	YIL059C	6	14	3
KEL1	YHR158C	6	14	4
	YIL058W	6	14	5
REC104	YHR157W	6	14	6
	YIL057C	6	14	7
LIN1	YHR156C	6	14	8
	YIL056W	6	14	9
YSP1	YHR155W	6	14	10
	YIL055C	6	14	11
RTT107	YHR154W	6	14	12
	YIL054W	6	14	13
SPO16	YHR153C	6	14	14
RHR2	YIL053W	6	14	15
SPO12	YHR152W	6	14	16
RPL34B	YIL052C	6	14	17
	YHR151C	6	14	18
PCL7	YIL050W	6	14	19
PEX28	YHR150W	6	14	20
DFG10	YIL049W	6	14	21
CRP1	YHR146W	6	14	22
SYG1	YIL047C	6	14	23
HIS3	YOR202W	6	14	24
HIS3	YOR202W	6	15	1
BGL2	YGR282C	6	15	2
DOG1	YHR044C	6	15	3
YOR1	YGR281W	6	15	4
DOG2	YHR043C	6	15	5
SCW4	YGR279C	6	15	6
SRB2	YHR041C	6	15	7
RTT102	YGR275W	6	15	8
MSC7	YHR039C	6	15	9
YTA7	YGR270W	6	15	10
PUT2	YHR037W	6	15	11
	YGR269W	6	15	12
	YHR035W	6	15	13
HUA1	YGR268C	6	15	14
PIH1	YHR034C	6	15	15
	YGR266W	6	15	16
	YHR033W	6	15	17
	YGR263C	6	15	18
	YHR032W	6	15	19
APL6	YGR261C	6	15	20
RRM3	YHR031C	6	15	21
TNA1	YGR260W	6	15	22
SLT2	YHR030C	6	15	23
HIS3	YOR202W	6	15	24
HIS3	YOR202W	6	16	1
HIS3	YOR202W	6	16	2
HIS3	YOR202W	6	16	3
HIS3	YOR202W	6	16	4
HIS3	YOR202W	6	16	5
HIS3	YOR202W	6	16	6
HIS3	YOR202W	6	16	7
HIS3	YOR202W	6	16	8
HIS3	YOR202W	6	16	9
HIS3	YOR202W	6	16	10
HIS3	YOR202W	6	16	11
HIS3	YOR202W	6	16	12
HIS3	YOR202W	6	16	13
HIS3	YOR202W	6	16	14
HIS3	YOR202W	6	16	15
HIS3	YOR202W	6	16	16
HIS3	YOR202W	6	16	17
HIS3	YOR202W	6	16	18
HIS3	YOR202W	6	16	19
HIS3	YOR202W	6	16	20
HIS3	YOR202W	6	16	21
HIS3	YOR202W	6	16	22
HIS3	YOR202W	6	16	23
HIS3	YOR202W	6	16	24
HIS3	YOR202W	7	1	1
HIS3	YOR202W	7	1	2
HIS3	YOR202W	7	1	3
HIS3	YOR202W	7	1	4
HIS3	YOR202W	7	1	5
HIS3	YOR202W	7	1	6
HIS3	YOR202W	7	1	7
HIS3	YOR202W	7	1	8
HIS3	YOR202W	7	1	9
HIS3	YOR202W	7	1	10
HIS3	YOR202W	7	1	11
HIS3	YOR202W	7	1	12
HIS3	YOR202W	7	1	13
HIS3	YOR202W	7	1	14
HIS3	YOR202W	7	1	15
HIS3	YOR202W	7	1	16
HIS3	YOR202W	7	1	17
HIS3	YOR202W	7	1	18
HIS3	YOR202W	7	1	19
HIS3	YOR202W	7	1	20
HIS3	YOR202W	7	1	21
HIS3	YOR202W	7	1	22
HIS3	YOR202W	7	1	23
HIS3	YOR202W	7	1	24
HIS3	YOR202W	7	2	1
GZF3	YJL110C	7	2	2
	YJL215C	7	2	3
PRM10	YJL108C	7	2	4
HXT8	YJL214W	7	2	5
SET4	YJL105W	7	2	6
	YJL213W	7	2	7
GSH1	YJL101C	7	2	8
OPT1	YJL212C	7	2	9
LSB6	YJL100W	7	2	10
	YJL211C	7	2	11
CHS6	YJL099W	7	2	12
PEX2	YJL210W	7	2	13
SAP185	YJL098W	7	2	14
NUC1	YJL208C	7	2	15
BCK1	YJL095W	7	2	16
	YJL207C	7	2	17
KHA1	YJL094C	7	2	18
	YJL206C-A	7	2	19
TOK1	YJL093C	7	2	20
	YJL206C	7	2	21
SIP4	YJL089W	7	2	22
RCY1	YJL204C	7	2	23
HIS3	YOR202W	7	2	24
HIS3	YOR202W	7	3	1
SEC28	YIL076W	7	3	2
	YIR020C	7	3	3
SER33	YIL074C	7	3	4
MUC1	YIR019C	7	3	5
SPO22	YIL073C	7	3	6
YAP5	YIR018W	7	3	7
HOP1	YIL072W	7	3	8
MET28	YIR017C	7	3	9
PCI8	YIL071C	7	3	10
	YIR016W	7	3	11
MAM33	YIL070C	7	3	12
	YIR014W	7	3	13
	YIL067C	7	3	14
GAT4	YIR013C	7	3	15
RNR3	YIL066C	7	3	16
MSL1	YIR009W	7	3	17
FIS1	YIL065C	7	3	18
	YIR007W	7	3	19
	YIL064W	7	3	20
IST3	YIR005W	7	3	21
	YIL060W	7	3	22
	YIR003W	7	3	23
HIS3	YOR202W	7	3	24
HIS3	YOR202W	7	4	1
	YJL131C	7	4	2
	YJR011C	7	4	3
URA2	YJL130C	7	4	4
MET3	YJR010W	7	4	5
PBS2	YJL128C	7	4	6
SPC1	YJR010C-A	7	4	7
NIT2	YJL126W	7	4	8
TDH2	YJR009C	7	4	9
LSM1	YJL124C	7	4	10
	YJR008W	7	4	11
	YJL123C	7	4	12
APL1	YJR005W	7	4	13
	YJL122W	7	4	14
	YJR003C	7	4	15
RPE1	YJL121C	7	4	16
AVT1	YJR001W	7	4	17
NCA3	YJL116C	7	4	18
	YJL218W	7	4	19
ASF1	YJL115W	7	4	20
	YJL217W	7	4	21
MDV1	YJL112W	7	4	22
	YJL216C	7	4	23
HIS3	YOR202W	7	4	24
HIS3	YOR202W	7	5	1
PRK1	YIL095W	7	5	2
MGA2	YIR033W	7	5	3
RSM25	YIL093C	7	5	4
DAL3	YIR032C	7	5	5
	YIL092W	7	5	6
DAL7	YIR031C	7	5	7
ICE2	YIL090W	7	5	8
DCG1	YIR030C	7	5	9
	YIL089W	7	5	10
DAL2	YIR029W	7	5	11
AVT7	YIL088C	7	5	12
DAL4	YIR028W	7	5	13
	YIL087C	7	5	14
DAL1	YIR027C	7	5	15
	YIL086C	7	5	16
MND2	YIR025W	7	5	17
SDS3	YIL084C	7	5	18
GIF1	YIR024C	7	5	19
AIR1	YIL079C	7	5	20
DAL81	YIR023W	7	5	21
	YIL077C	7	5	22
	YIR020W-B	7	5	23
HIS3	YOR202W	7	5	24
HIS3	YOR202W	7	6	1
	YJL144W	7	6	2
CPR7	YJR032W	7	6	3
	YJL142C	7	6	4
GEA1	YJR031C	7	6	5
YAK1	YJL141C	7	6	6
	YJR030C	7	6	7
YUR1	YJL139C	7	6	8
	YJR026W	7	6	9
TIF2	YJL138C	7	6	10
BNA1	YJR025C	7	6	11
GLG2	YJL137C	7	6	12
	YJR024C	7	6	13
RPS21B	YJL136C	7	6	14
REC107	YJR021C	7	6	15
	YJL135W	7	6	16
	YJR020W	7	6	17
LCB3	YJL134W	7	6	18
TES1	YJR019C	7	6	19
MRS3	YJL133W	7	6	20
	YJR015W	7	6	21
	YJL132W	7	6	22
RBF22	YJR014W	7	6	23
HIS3	YOR202W	7	6	24
HIS3	YOR202W	7	7	1
	YIL110W	7	7	2
	YJL007C	7	7	3
	YIL108W	7	7	4
SYS1	YJL004C	7	7	5
PFK26	YIL107C	7	7	6
	YIR044C	7	7	7
LIT2	YIL105C	7	7	8
	YIR043C	7	7	9
DPH1	YIL103W	7	7	10
	YIR042C	7	7	11
XBP1	YIL101C	7	7	12
YPS6	YIR039C	7	7	13
	YIL100W	7	7	14
GTT1	YIR038C	7	7	15
SGA1	YIL099W	7	7	16
HYR1	YIR037W	7	7	17
FMC1	YIL098C	7	7	18
	YIR036C	7	7	19
FYV10	YIL097W	7	7	20
	YIR035C	7	7	21
	YIL096C	7	7	22
LYS1	YIR034C	7	7	23
HIS3	YOR202W	7	7	24
HIS3	YOR202W	7	8	1
FBP26	YJL155C	7	8	2
ISY1	YJR050W	7	8	3
VPS35	YJL154C	7	8	4
UTR1	YJR049C	7	8	5
INO1	YJL153C	7	8	6
CYC1	YJR048W	7	8	7
	YJL152W	7	8	8
ANB1	YJR047C	7	8	9
SNA3	YJL151C	7	8	10
POL32	YJR043C	7	8	11
	YJL150W	7	8	12
GEF1	YJR040W	7	8	13
	YJL149W	7	8	14
	YJR038C	7	8	15
RPA34	YJL148W	7	8	16
	YJR037W	7	8	17
	YJL147C	7	8	18
HUL4	YJR036C	7	8	19
IDS2	YJL146W	7	8	20
RAD26	YJR035W	7	8	21
SFH5	YJL145W	7	8	22
RAV1	YJR033C	7	8	23
HIS3	YOR202W	7	8	24
HIS3	YOR202W	7	9	1
GIN1	YIL130W	7	9	2
	YJL028W	7	9	3
MET18	YIL128W	7	9	4
	YJL027C	7	9	5
AYR1	YIL124W	7	9	6
APS3	YJL024C	7	9	7
SIM1	YIL123W	7	9	8
PET130	YJL023C	7	9	9
QDR1	YIL120W	7	9	10
	YJL022W	7	9	11
RPI1	YIL119C	7	9	12
	YJL021C	7	9	13
PRM5	YIL117C	7	9	14
BBC1	YJL020C	7	9	15
HIS5	YIL116W	7	9	16
	YJL017W	7	9	17
POR2	YIL114C	7	9	18
	YJL016W	7	9	19
SDP1	YIL113W	7	9	20
MAD3	YJL013C	7	9	21
HOS4	YIL112W	7	9	22
VTC4	YJL012C	7	9	23
HIS3	YOR202W	7	9	24
HIS3	YOR202W	7	10	1
	YJL169W	7	10	2
LIA1	YJR070C	7	10	3
SET2	YJL168C	7	10	4
HAM1	YJR069C	7	10	5
HAL5	YJL165C	7	10	6
NTA1	YJR062C	7	10	7
TPK1	YJL164C	7	10	8
	YJR061W	7	10	9
	YJL163C	7	10	10
CBF1	YJR060W	7	10	11
JJJ2	YJL162C	7	10	12
PTK2	YJR059W	7	10	13
FMP33	YJL161W	7	10	14
APS2	YJR058C	7	10	15
	YJL160C	7	10	16
	YJR054W	7	10	17
HSP150	YJL159W	7	10	18
BFA1	YJR053W	7	10	19
CIS3	YJL158C	7	10	20
RAD7	YJR052W	7	10	21
FAR1	YJL157C	7	10	22
OSM1	YJR051W	7	10	23
HIS3	YOR202W	7	10	24
HIS3	YOR202W	7	11	1
ECM37	YIL146C	7	11	2
UBX6	YJL048C	7	11	3
PAN6	YIL145C	7	11	4
RTT101	YJL047C	7	11	5
	YIL141W	7	11	6
	YJL046W	7	11	7
AXL2	YIL140W	7	11	8
	YJL045W	7	11	9
REV7	YIL139C	7	11	10
GYP6	YJL044C	7	11	11
TPM2	YIL138C	7	11	12
	YJL043W	7	11	13
RBF108	YIL137C	7	11	14
MHP1	YJL042W	7	11	15
VHS2	YIL135C	7	11	16
	YJL038C	7	11	17
FLX1	YIL134W	7	11	18
	YJL037W	7	11	19
RPL16A	YIL133C	7	11	20
SNX4	YJL036W	7	11	21
CSM2	YIL132C	7	11	22
MAD2	YJL030W	7	11	23
HIS3	YOR202W	7	11	24
HIS3	YOR202W	7	12	1
MNN5	YJL186W	7	12	2
	YJR087W	7	12	3
	YJL185C	7	12	4
CSN12	YJR084W	7	12	5
MNN11	YJL183W	7	12	6
ACF4	YJR083C	7	12	7
	YJL182C	7	12	8
EAF6	YJR082C	7	12	9
	YJL181W	7	12	10
FMP26	YJR080C	7	12	11
ATG27	YJL178C	7	12	12
	YJR079W	7	12	13
SWI3	YJL176C	7	12	14
BNA2	YJR078W	7	12	15
	YJL175W	7	12	16
MIR1	YJR077C	7	12	17
CPS1	YJL172W	7	12	18
HOC1	YJR075W	7	12	19
	YJL171C	7	12	20
MOG1	YJR074W	7	12	21
ASG7	YJL170C	7	12	22
OPI3	YJR073C	7	12	23
HIS3	YOR202W	7	12	24
HIS3	YOR202W	7	13	1
	YIL161W	7	13	2
DLS1	YJL065C	7	13	3
POT1	YIL160C	7	13	4
	YJL064W	7	13	5
BNR1	YIL159W	7	13	6
LAS21	YJL062W	7	13	7
FMP35	YIL157C	7	13	8
BNA3	YJL060W	7	13	9
UBP7	YIL156W	7	13	10
YHC3	YJL059W	7	13	11
GUT2	YIL155C	7	13	12
BIT61	YJL058C	7	13	13
IMP2'	YIL154C	7	13	14
IKS1	YJL057C	7	13	15
RRD1	YIL153W	7	13	16
	YJL055W	7	13	17
	YIL152W	7	13	18
PEP8	YJL053W	7	13	19
MLP2	YIL149C	7	13	20
	YJL051W	7	13	21
RPL40A	YIL148W	7	13	22
	YJL049W	7	13	23
HIS3	YOR202W	7	13	24
HIS3	YOR202W	7	14	1
ECM25	YJL201W	7	14	2
YUH1	YJR099W	7	14	3
MBB1	YJL199C	7	14	4
	YJR098C	7	14	5
PHO90	YJL198W	7	14	6
JJJ3	YJR097W	7	14	7
UBP12	YJL197W	7	14	8
	YJR096W	7	14	9
ELO1	YJL196C	7	14	10
